-0.204069	0.217735
-0.211614	0.174428
-0.192771	0.200262
-0.201736	0.218619
-0.199278	0.164597
-0.188755	0.188158
-0.194238	0.200602
-0.214414	0.175214
-0.215008	0.179836
-0.188063	0.194376
-0.188548	0.196853
-0.188548	0.196853
-0.186536	0.189891
-0.185912	0.198888
-0.210098	0.169719
0.316	0.318
-0.198422	0.193777
-0.210518	0.169656
-0.187305	0.182613
-0.183433	0.175758
-2	2
-2	2
-2	2
-2	2
-0.214788	0.230405
-0.0965222	-0.0109113
-0.192049	0.131622
-0.180765	0.0992664
-0.199992	0.159935
-0.190761	0.189648
-0.185951	0.179413
-0.203648	0.167619
-0.211431	0.174288
-0.19355	0.202007
-0.190541	0.209233
-0.208746	0.180241
-0.188761	0.202483
-0.188184	0.197376
-0.21238	0.176771
-0.196974	0.205203
-0.1912	0.204281
-0.214826	0.171434
-0.190438	0.207758
-0.184702	0.193476
-2	2
-2	2
-2	2
-2	2
