2.674127753	-120.9877606	4.002839178	-147.5822931
2.668094436	-33.04119922	3.966352615	-55.60803052
2.664576921	-7.177382568	3.754749021	-33.2914123
2.647327828	7.857899307	3.559761036	-17.4849603
3.114600542	-106.013285	4.069962579	-143.7434963
3.078850734	-27.64537693	3.962518281	-53.27718708
3.081606646	-1.842796638	3.751893442	-30.56933606
3.083606437	-2.026289031	3.58348948	-12.07692902
2.888936142	-117.0476866	4.002223781	-147.5926441
2.907017783	-24.07971788	4.002725138	-51.28666108
2.927498239	3.524079529	3.828129431	-27.04224263
2.87846093	18.94631713	3.584320329	-7.972738298
2.703979913	-102.3589634	3.995526268	-147.7099844
2.717766366	-9.502149662	4.000799122	-48.58167871
2.693493615	21.69920916	3.748286291	-23.37109907
2.671006693	42.30802568	3.559047392	-9.19826482
3.244545584	-105.3148135	3.989614292	-151.4682021
3.259844682	-21.33989348	3.700544803	-55.95039619
3.255663985	5.009409147	3.809342651	-31.63679491
3.228171738	16.14953549	3.814295077	-25.48515685
3.084844236	-126.8160914	4.047897276	-144.0098241
3.045969527	-15.03819893	3.694752533	-49.91584868
3.041231299	2.648853529	3.805916826	-27.08252848
3.031855937	6.82970858	3.843463642	-20.48939985
2.927747831	-97.65638042	3.979050735	-143.6792694
2.964436467	-16.98476044	3.728048367	-48.71489129
2.980648912	11.0178849	3.879980655	-26.97103398
2.924897767	23.74060014	3.839134445	-16.17118716
3.030041168	-94.00998921	3.986912903	-140.3637338
3.072760808	-10.72437615	3.738528961	-48.07664482
3.05224649	9.348198009	3.809201678	-24.3914989
3.029678903	20.10616383	3.817886317	-20.36238685
3.122966232	-99.6859231	3.884402645	-164.3997513
3.133074706	-13.95451229	3.853571738	-60.28962946
3.116622459	18.46853039	3.992668732	-34.22627893
3.093843223	32.36738365	3.809488265	-24.09700848
3.085983589	-138.1301839	3.953181381	-160.2534755
3.043424737	-27.39793642	3.852698537	-58.42290656
3.02974096	-4.081681061	3.996056652	-33.6255554
3.023419358	1.408945229	3.845374737	-26.92615994
2.988783496	-125.3702932	3.880607398	-156.760597
3.019486514	-33.86999848	3.880490845	-57.22380295
3.02519555	-6.737237365	4.076137564	-30.64105164
2.973568686	13.63795594	3.838310903	-23.09889176
3.031589464	-104.7380735	3.880531273	-159.6589903
3.073608676	-16.50124048	3.895513842	-59.87144551
3.052779418	5.609689902	3.99371215	-33.59612668
3.03012896	16.93514119	3.806352582	-23.78775066
2.914855105	-205.5508529	3.818143032	-281.3525708
2.8981289	-2.11171837	3.905886516	-76.48186993
2.893648829	38.3310024	3.793251725	-28.98187645
2.875474586	55.98175215	3.89283796	-14.41709844
2.99176638	-200.584447	3.87325093	-237.5533163
2.943221781	-33.72468596	3.900434957	-74.19133556
2.945485834	2.75214008	3.790691617	-31.80865781
2.946972506	20.2813837	3.920717886	-18.52599905
3.00921885	-180.2018158	3.813315515	-215.0969043
3.023637748	-36.50808846	3.94841518	-68.37167975
3.045509947	-1.565414971	3.884214571	-34.38705961
2.999808214	3.000491948	3.930648806	-22.07546979
3.027732513	-173.7743398	3.967224465	-199.0610728
3.008180084	-43.75746184	3.939307991	-64.33104695
3.002820866	-9.491997581	3.932291976	-30.03236101
3.001472411	-0.825255092	3.930526645	-21.35725428
2.855895118	-182.0893195	3.934743885	-178.7273924
2.93696041	-588.7221676	3.961881057	-577.1991451
2.859200636	-17.14576513	3.881112769	-16.29026557
2.838230589	39.73231759	3.796058085	82.6818317
3.130288171	-221.10244	3.965507845	-200.6010018
3.141213144	-309.6587096	3.902456209	-294.6650452
3.095117864	-31.91749864	3.875972701	-31.72401817
3.106088441	25.73365785	3.866414518	63.02364768
3.109934731	-205.7688596	3.969050494	-232.0677251
3.167887106	-173.9897271	3.969322561	-209.52899
3.103641129	2.709904376	3.9103698	-40.27093841
3.043067255	41.90096777	3.802813538	20.69680369
3.088957635	-204.5399597	3.946103461	-275.7690201
3.097881582	-103.9983036	3.871986082	-170.2709132
3.114198676	31.90808282	3.919277216	-45.62088102
3.052627741	62.94855963	3.79294068	14.25326736
3.072708417	-56.41692396	1	0
3.072690031	-70.353933	1	0
3.07568826	-94.15003846	1	0
3.060090207	11.53350559	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
2.532757675	34.3332167	3.707737224	-31.43913514
2.530934457	72.53310401	3.684060951	-23.37389339
2.527332564	84.53067612	3.860911404	0.752389298
2.532194849	-41.57549704	3.683754613	-144.3567126
1.637443306	3018.658063	4.710810047	-1410.621219
8.853762978	-6723.42275	3.11662909	804.6543999
2.10990996	2688.703759	4.158802646	-1976.893745
3.796724897	-1987.246944	4.249889376	-2729.399273
2.913345368	48.9656921	3.679835912	35.46927753
2.949107618	42.6149598	3.706422794	17.06741478
2.975692808	3.34498577	3.939531633	-9.175061057
2.939298357	-83.54495312	3.705586586	-125.3045372
2.470488647	1185.872225	3.596243172	268.460396
2.906198433	141.5550392	3.705174369	40.28199369
2.904278208	120.6090239	3.847386486	25.30666
2.933988703	-18.78876386	3.677277059	-134.7282759
3.263777504	-0.971876649	4.156181646	-93.33847725
3.293869773	-41.76086085	4.06874221	-135.2191629
3.311385776	-83.20689342	3.87762671	-178.5386761
3.263745133	23.78923349	3.936481289	-47.79805123
3.017011033	-44.434743	4.226907369	-86.21698001
3.006581404	-66.86781601	4.06479432	-119.6576205
3.028100666	-146.7622959	3.882570074	-202.6309164
3.001712865	-27.98559011	3.970200336	-54.24623698
3.167638489	-42.37102865	4.143071772	-82.4634033
3.211495106	-56.05798024	4.092395365	-101.7880719
3.270605222	-200.8961644	3.961432098	-250.7931181
3.178157751	-41.65493478	3.964047191	-60.86145892
3.177176977	8.169241781	4.152661269	-80.40235818
3.225482608	6.03310156	4.101255405	-84.99141119
3.25883208	-261.2856493	3.911492479	-358.5476177
3.194486938	-8.879053568	3.948297827	-82.69361883
3.13405236	-160.4327539	3.861050965	-201.4537576
3.162072886	-108.1793042	3.947786968	-151.0939823
3.151849571	-5.037015671	3.971789898	21.67323973
3.130993872	10.21220779	3.804126425	-8.595122048
2.976001526	-140.1200748	3.922021016	-185.2047839
2.973801368	-167.8683628	3.951176296	-197.8664697
2.95520567	-27.00152688	3.975469913	14.96160837
2.949871725	-13.62603734	3.840909158	-14.11802391
2.981504863	-147.4948346	3.851590125	-179.0522513
3.050646684	-269.979739	3.996031407	-293.94627
3.03982308	-30.32476298	4.05181997	7.603621913
2.995645876	-17.7172028	3.834683895	-20.17453369
3.154760258	-106.8698743	3.852368726	-165.3199047
3.282763765	-551.7144259	4.073039904	-596.467672
3.172845483	-18.95948585	3.974114556	-3.857371116
3.151860893	-1.6730087	3.811240701	-27.97026946
2.926974631	-187.3688833	3.957799019	-219.4075782
2.928141732	-60.23821816	3.610885498	21.38077228
2.919231722	-24.57828169	3.745792715	-57.34531299
2.892354972	-8.732678102	3.883288847	-43.85230228
3.030467317	-208.6904617	4.032824211	-236.3446144
2.97982467	-63.17521956	3.605309231	19.90347004
2.972346902	-26.75973923	3.742140069	-59.05093177
2.968103562	-20.56497545	3.913200911	-45.90818318
3.076341748	-145.2035832	3.964185112	-264.8294447
3.104791779	11.61082181	3.646786361	13.73900085
3.139106844	21.93598832	3.831101954	-62.82263228
3.093703267	-4.877264275	3.915491923	-49.57842521
2.882862963	-263.0048238	3.970876332	-311.8319748
2.893539605	-61.28179208	3.660740251	6.030639135
2.85319915	-16.35566762	3.749277772	-65.8870249
2.824778333	3.28936705	3.890882421	-57.11146335
2.886170404	-13.56093456	3.840303797	-139.1776703
2.901396515	63.88337554	3.828977129	-38.06115648
2.909326812	84.51590574	3.976144942	-16.87417557
2.887557706	85.15601173	3.937723592	32.18026909
3.237709958	-132.7150488	3.865891188	-139.6866544
3.210101654	-19.10823577	3.8256861	-42.4715074
3.206409975	9.691345036	3.968785387	-17.90231198
3.230668774	-8.974988155	4.011984065	32.55456034
2.975568291	-115.1304521	3.870936888	-148.7259024
3.009731015	-33.82031021	3.913959557	-48.46753458
2.977814218	2.887752491	4.004734015	-22.51499245
2.926674199	-8.79514435	3.934157899	25.90201268
3.000950875	-131.1361388	3.838438322	-156.6079326
3.008153728	-38.97878548	3.828156594	-55.32082829
3.039961046	-6.684077215	4.021991612	-27.64118831
2.982841517	10.38023117	3.937210744	21.91635297
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
