105.332	63	83.749
105.332	63	75.0244
105.332	63	106.396
105.332	63	101.537
71	92.1004	83.749
71	92.1004	75.0244
71	92.1004	106.396
71	92.1004	101.537
85.2736	110.343	83.749
85.2736	110.343	75.0244
85.2736	110.343	106.396
85.2736	110.343	101.537
109.426	112.948	83.749
109.426	112.948	75.0244
109.426	112.948	106.396
109.426	112.948	101.537
85.5787	101.976	116.221
85.5787	101.976	86.4426
85.5787	101.976	115.322
85.5787	101.976	67.158
95.5151	95.7247	116.221
95.5151	95.7247	86.4426
95.5151	95.7247	115.322
95.5151	95.7247	67.158
84.3912	104.158	116.221
84.3912	104.158	86.4426
84.3912	104.158	115.322
84.3912	104.158	67.158
124.116	114.051	116.221
124.116	114.051	86.4426
124.116	114.051	115.322
124.116	114.051	67.158
103	122.333	110.573
103	122.333	93.6148
103	122.333	114.448
103	122.333	101.06
95.8427	92.121	110.573
95.8427	92.121	93.6148
95.8427	92.121	114.448
95.8427	92.121	101.06
126.447	99.4072	110.573
126.447	99.4072	93.6148
126.447	99.4072	114.448
126.447	99.4072	101.06
126.909	113.553	110.573
126.909	113.553	93.6148
126.909	113.553	114.448
126.909	113.553	101.06
100.001	117.063	117.933
100.001	117.063	119.88
100.001	117.063	118.173
100.001	117.063	92.1128
101.843	88.0484	117.933
101.843	88.0484	119.88
101.843	88.0484	118.173
101.843	88.0484	92.1128
93.2376	115	117.933
93.2376	115	119.88
93.2376	115	118.173
93.2376	115	92.1128
106.229	112.64	117.933
106.229	112.64	119.88
106.229	112.64	118.173
106.229	112.64	92.1128
62.9598	58.6346	78.9068
63.5497	58.6346	92.5573
63.5497	58.6346	79.1803
63.5497	58.6346	99.5518
64.74	71.3058	78.9068
64.74	71.3058	92.5573
64.74	71.3058	79.1803
64.74	71.3058	99.5518
79	64.7882	78.9068
79	64.7882	92.5573
79	64.7882	79.1803
79	64.7882	99.5518
77.7036	81.6848	78.9068
77.7037	81.6848	92.5573
77.7037	81.6848	79.1803
77.7037	81.6848	99.5518
200.964	141.157	98.698
200.956	141.157	80.9461
200.956	141.157	118.029
200.956	141.157	72.7739
107	99	98.7736
107	99	81.0293
107	99	118.129
107	99	72.8452
105.6	134.138	98.7988
105.6	134.138	81.0585
105.6	134.138	118.167
105.6	134.138	72.8622
135	89.8832	98.7965
135	89.8832	81.0558
135	89.8832	118.164
135	89.8832	72.8616
109.98	131	58.9865
109.98	131	66.7394
109.98	131	86.7016
109.98	131	95
122.484	104.664	59
122.477	104.657	66.7692
122.485	104.665	86.731
122.483	104.665	95
121.071	85.1155	59
121.066	85.1101	66.7692
121.072	85.1156	86.731
121.072	85.1155	95
139	147	59
139	147	66.7692
139	147	86.731
139	147	95
115	119	95.9628
115	119	77.2977
115	119	59
115	119	97.4339
110.023	91	95.9626
110.023	91	77.298
110.023	91	59
110.023	91	97.4339
87	92.2371	95.9626
87	92.2371	77.298
87	92.2371	59
87	92.2371	97.4339
97.0806	103	95.9621
97.0806	103	77.2968
97.0806	103	59
97.0806	103	97.433
79	72.4632	77.1706
79	72.4632	76.2063
79	72.4632	122.017
79	72.4632	77.397
92.5023	88.8073	77.1706
92.5023	88.8073	76.2063
92.5023	88.8073	122.017
92.5023	88.8073	77.397
71	82.7369	77.1706
71	82.7369	76.2063
71	82.737	122.017
71	82.737	77.397
99	87	77.1706
99	87	76.2063
99	87	122.017
99	87	77.397
70.8297	117.788	85.0807
70.8297	117.788	78.0072
70.8297	117.788	83.5373
70.8297	117.788	68.2467
79.9991	91.7172	85.0807
79.999	91.7172	78.0072
79.999	91.7172	83.5375
79.999	91.7172	68.2467
86.1871	69.3917	85.0807
86.1871	69.3917	78.0072
86.1871	69.3917	83.5375
86.1871	69.3917	68.2467
114.743	108.733	85.0807
114.743	108.733	78.0072
114.743	108.733	83.5375
114.743	108.733	68.2467
74.9385	97.8972	97.3544
74.9384	97.8972	69.0477
74.9384	97.8972	101.736
74.9384	97.8972	126.673
80.9242	99.7337	97.3544
80.9242	99.7337	69.0477
80.9242	99.7337	101.736
80.9242	99.7337	126.673
79.4289	88.5638	97.3544
79.4289	88.5638	69.0477
79.4289	88.5638	101.736
79.4289	88.5638	126.673
82.0258	96.5696	97.3544
82.0258	96.5696	69.0477
82.0258	96.5696	101.736
82.0258	96.5696	126.673
78.7137	124.495	98.2921
78.7137	124.495	85.4167
78.7137	124.495	115.107
78.7137	124.495	83.5618
99.4605	124.647	98.2921
99.4605	124.647	85.4167
99.4605	124.647	115.107
99.4605	124.647	83.5618
97.8371	85.2373	98.2921
97.8371	85.2373	85.4167
97.8371	85.2373	115.107
97.8371	85.2373	83.5618
77.1586	125.535	98.2921
77.1586	125.535	85.4167
77.1586	125.535	115.107
77.1586	125.535	83.5618

